date,clock,stadium,class,attendance,Home Team,Goals Home,Away Team,Away Goals,home_possessions,away_possessions,home_shots,away_shots,home_on,away_on,home_off,away_off,home_blocked,away_blocked,home_pass,away_pass,home_chances,away_chances,home_corners,away_corners,home_offside,away_offside,home_tackles,away_tackles,home_duels,away_duels,home_saves,away_saves,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,links,match_name,home_name,away_name
15th April 2023,3:00 PM,St. Mary's Stadium,a,"30,309",20,0,11,2,58.2,41.8,11,10,4,2,4,4,3,4,84.2,75.7,1,0,6,2,3,1,46.7,77.3,58.8,41.2,0,4,6,13,3,1,0,0,https://www.skysports.com/football/southampton-vs-crystal-palace/464941,southampton-vs-crystal-palace,southampton,crystal-palace
15th April 2023,3:00 PM,Tottenham Hotspur Stadium,a,"61,369",8,2,15,3,57.4,42.6,24,9,8,6,8,2,8,1,81.4,76.3,3,2,8,1,1,1,64.7,70.6,67.7,32.3,3,6,8,9,1,3,0,0,https://www.skysports.com/football/tottenham-hotspur-vs-bournemouth/464942,tottenham-hotspur-vs-bournemouth,tottenham-hotspur,bournemouth
15th April 2023,3:00 PM,Molineux,h,"30,769",13,2,9,0,50.6,49.4,11,10,9,3,0,3,2,4,79.5,80.7,0,0,5,2,0,1,52.4,47.8,35.5,64.5,3,7,12,8,1,1,0,0,https://www.skysports.com/football/wolverhampton-wanderers-vs-brentford/464944,wolverhampton-wanderers-vs-brentford,wolverhampton-wanderers,brentford
15th April 2023,5:30 PM,Etihad Stadium,h,"53,329",1,3,18,1,70.6,29.4,12,11,4,4,5,4,3,3,92.2,80.1,1,1,6,2,0,3,54.5,70,31.8,68.2,3,1,8,8,1,1,0,0,https://www.skysports.com/football/manchester-city-vs-leicester-city/464939,manchester-city-vs-leicester-city,manchester-city,leicester-city
9th April 2023,2:00 PM,Elland Road,a,"36,427",19,1,11,5,48,52,11,16,7,8,4,4,0,4,75.7,74.5,1,5,2,4,2,2,55.9,72.7,41,59,2,7,11,8,3,1,0,0,https://www.skysports.com/football/leeds-united-vs-crystal-palace/464928,leeds-united-vs-crystal-palace,leeds-united,crystal-palace
9th April 2023,4:30 PM,Anfield,d,"53,267",5,2,2,2,59,41,21,9,6,5,10,2,5,2,82.3,76.6,6,2,5,4,2,2,54.5,52.4,51.9,48.1,3,4,11,11,4,4,0,0,https://www.skysports.com/football/liverpool-vs-arsenal/464930,liverpool-vs-arsenal,liverpool,arsenal
8th April 2023,12:30p,Old Trafford,h,"73,509",3,2,17,0,63.8,36.2,29,15,11,1,10,6,8,8,87.1,71.3,5,1,10,4,3,2,60,66.7,50,50,1,9,10,9,0,0,0,0,https://www.skysports.com/football/manchester-united-vs-everton/464931,manchester-united-vs-everton,manchester-united,everton
8th April 2023,3:00 PM,Villa Park,h,"42,076",7,2,16,0,65.3,34.7,8,6,3,2,4,1,1,3,85.7,65.6,1,0,1,8,1,7,66.7,64.7,44,56,2,1,7,17,3,4,0,0,https://www.skysports.com/football/aston-villa-vs-nottingham-forest/464925,aston-villa-vs-nottingham-forest,aston-villa,nottingham-forest
8th April 2023,3:00 PM,Gtech Community Stadium,a,"17,107",9,1,4,2,41,59,12,10,6,4,4,4,2,2,75.5,82.6,0,1,6,5,2,2,87.5,52.6,53.3,46.7,3,5,10,15,0,2,0,0,https://www.skysports.com/football/brentford-vs-newcastle-united/464926,brentford-vs-newcastle-united,brentford,newcastle-united
8th April 2023,3:00 PM,Craven Cottage,a,"24,491",10,0,14,1,76.6,23.4,16,9,3,5,2,4,11,0,88.2,62.2,1,1,11,4,0,2,52.9,35.3,38.5,61.5,5,3,10,12,1,1,0,0,https://www.skysports.com/football/fulham-vs-west-ham-united/464927,fulham-vs-west-ham-united,fulham,west-ham-united
8th April 2023,3:00 PM,The King Power Stadium,a,"32,094",18,0,15,1,50.8,49.2,14,19,4,7,8,2,2,10,75.4,78.7,1,1,6,6,3,2,42.1,62.5,47.4,52.6,6,4,10,13,0,3,0,0,https://www.skysports.com/football/leicester-city-vs-bournemouth/464929,leicester-city-vs-bournemouth,leicester-city,bournemouth
8th April 2023,3:00 PM,Tottenham Hotspur Stadium,h,"61,405",8,2,6,1,35.2,64.8,9,17,3,4,4,5,2,8,77.3,87.1,0,2,3,7,2,1,58.8,44.4,33.3,66.7,3,1,15,15,3,1,0,0,https://www.skysports.com/football/tottenham-hotspur-vs-brighton-and-hove-albion/464933,tottenham-hotspur-vs-brighton-and-hove-albion,tottenham-hotspur,brighton-and-hove-albion
8th April 2023,3:00 PM,Molineux,h,"31,614",13,1,12,0,37.6,62.4,9,13,4,1,3,4,2,8,74.5,83.6,0,0,8,8,2,1,59.1,55.6,36,64,1,3,14,10,2,5,0,0,https://www.skysports.com/football/wolverhampton-wanderers-vs-chelsea/464934,wolverhampton-wanderers-vs-chelsea,wolverhampton-wanderers,chelsea
8th April 2023,5:30 PM,St. Mary's Stadium,a,"30,963",20,1,1,4,27.2,72.8,4,13,1,8,2,2,1,3,75.3,89.2,1,3,0,10,0,2,81.8,77.8,35,65,4,0,6,10,0,2,0,0,https://www.skysports.com/football/southampton-vs-manchester-city/464932,southampton-vs-manchester-city,southampton,manchester-city
5th April 2023,8:00 PM,Old Trafford,h,"73,309",3,1,9,0,64.7,35.3,18,6,3,1,8,4,7,1,85.7,76.1,1,1,12,3,2,1,73.3,72.2,57.5,42.5,1,2,9,13,3,2,0,0,https://www.skysports.com/football/manchester-united-vs-brentford/464881,manchester-united-vs-brentford,manchester-united,brentford
5th April 2023,8:00 PM,London Stadium,a,"62,470",14,1,4,5,42,58,7,15,2,8,3,5,2,2,73.6,80.7,1,4,7,6,0,0,38.5,58.3,38.7,61.3,2,1,11,12,2,1,0,0,https://www.skysports.com/football/west-ham-united-vs-newcastle-united/464704,west-ham-united-vs-newcastle-united,west-ham-united,newcastle-united
4th April 2023,7:45 PM,Vitality Stadium,a,"10,266",15,0,6,2,36.7,63.3,14,16,3,6,6,9,5,1,78.2,87.1,1,3,5,5,1,0,44.4,52.9,46.2,53.8,4,3,11,5,1,1,0,0,https://www.skysports.com/football/bournemouth-vs-brighton-and-hove-albion/464696,bournemouth-vs-brighton-and-hove-albion,bournemouth,brighton-and-hove-albion
4th April 2023,7:45 PM,Elland Road,h,"36,740",19,2,16,1,62.4,37.6,21,13,6,1,6,4,9,8,81.2,66.9,1,0,11,4,3,3,60,27.8,60.5,39.5,0,4,11,13,1,4,0,0,https://www.skysports.com/football/leeds-united-vs-nottingham-forest/464699,leeds-united-vs-nottingham-forest,leeds-united,nottingham-forest
4th April 2023,7:45 PM,The King Power Stadium,a,"32,087",18,1,7,2,35.9,64.1,9,15,4,5,4,5,1,5,74.5,88.2,2,1,4,8,2,1,68.4,42.9,37.5,62.5,3,3,10,14,2,0,1,0,https://www.skysports.com/football/leicester-city-vs-aston-villa/464700,leicester-city-vs-aston-villa,leicester-city,aston-villa
4th April 2023,8:00 PM,Stamford Bridge,d,"40,093",12,0,5,0,49.6,50.4,12,7,3,4,7,0,2,3,83.7,83.6,3,0,3,5,4,3,75,53.8,44.4,55.6,3,2,6,17,1,4,0,0,https://www.skysports.com/football/chelsea-vs-liverpool/464708,chelsea-vs-liverpool,chelsea,liverpool
3rd April 2023,8:00 PM,Goodison Park,d,"39,294",17,1,8,1,39.3,60.7,15,8,6,2,5,5,4,1,80.4,84.2,1,1,3,3,1,3,65.2,57.1,46.4,53.6,0,5,10,14,0,3,1,1,https://www.skysports.com/football/everton-vs-tottenham-hotspur/464920,everton-vs-tottenham-hotspur,everton,tottenham-hotspur
2nd April 2023,2:00 PM,London Stadium,h,"62,465",14,1,20,0,43,57,12,9,2,3,7,4,3,2,73.4,83.6,2,0,5,3,1,1,67.9,57.7,38.7,61.3,3,2,10,11,0,2,0,0,https://www.skysports.com/football/west-ham-united-vs-southampton/464924,west-ham-united-vs-southampton,west-ham-united,southampton
2nd April 2023,4:30 PM,"St James' Park, Newcastle",h,"52,268",4,2,3,0,45.7,54.3,22,6,6,1,9,3,7,2,77,81.1,3,0,7,4,1,0,68.2,66.7,63.6,36.4,1,4,8,12,0,0,0,0,https://www.skysports.com/football/newcastle-united-vs-manchester-united/464922,newcastle-united-vs-manchester-united,newcastle-united,manchester-united
1st April 2023,12:30p,Etihad Stadium,h,"52,877",1,4,5,1,68.1,31.9,17,4,8,1,3,0,6,3,91.9,82.3,3,0,7,1,3,5,0,66.7,12.5,87.5,0,4,9,12,1,1,0,0,https://www.skysports.com/football/manchester-city-vs-liverpool/464921,manchester-city-vs-liverpool,manchester-city,liverpool
1st April 2023,3:00 PM,Emirates Stadium,h,"60,283",2,4,19,1,67.1,32.9,13,7,6,5,2,1,5,1,85.5,71.7,5,0,4,3,5,1,60,57.1,62.5,37.5,4,1,11,13,0,2,0,0,https://www.skysports.com/football/arsenal-vs-leeds-united/464915,arsenal-vs-leeds-united,arsenal,leeds-united
1st April 2023,3:00 PM,Vitality Stadium,h,"10,305",15,2,10,1,42.7,57.3,12,10,7,2,3,6,2,2,76.6,85.5,2,0,4,3,1,1,76.5,57.9,52.2,47.8,1,4,15,13,1,4,0,0,https://www.skysports.com/football/bournemouth-vs-fulham/464916,bournemouth-vs-fulham,bournemouth,fulham
1st April 2023,3:00 PM,Amex Stadium,d,"31,493",6,3,9,3,72.2,27.8,33,7,15,5,8,1,10,1,87.1,66.1,4,2,14,0,2,2,66.7,43.8,61.5,38.5,2,11,16,10,2,1,0,0,https://www.skysports.com/football/brighton-and-hove-albion-vs-brentford/464917,brighton-and-hove-albion-vs-brentford,brighton-and-hove-albion,brentford
1st April 2023,3:00 PM,Selhurst Park,h,"25,143",11,2,18,1,51,49,31,3,9,2,8,0,14,1,80,77.5,2,0,10,1,1,2,66.7,50,46.9,53.1,1,8,12,16,3,4,0,0,https://www.skysports.com/football/crystal-palace-vs-leicester-city/464919,crystal-palace-vs-leicester-city,crystal-palace,leicester-city
1st April 2023,3:00 PM,The City Ground,d,"29,368",16,1,13,1,27.6,72.4,17,8,7,1,7,3,3,4,68.9,85.1,0,0,4,3,2,0,53.3,42.9,51.5,48.5,0,6,14,13,3,5,0,0,https://www.skysports.com/football/nottingham-forest-vs-wolverhampton-wanderers/464923,nottingham-forest-vs-wolverhampton-wanderers,nottingham-forest,wolverhampton-wanderers
1st April 2023,5:30 PM,Stamford Bridge,a,"40,082",12,0,7,2,69,31,27,5,8,2,15,3,4,0,90.5,75.1,2,1,13,2,2,0,72.2,58.3,45.8,54.2,0,7,14,16,3,3,0,0,https://www.skysports.com/football/chelsea-vs-aston-villa/464918,chelsea-vs-aston-villa,chelsea,aston-villa
19th March 2023,2:00 PM,Emirates Stadium,h,"60,247",2,4,11,1,62.2,37.8,15,9,5,5,5,1,5,3,86.7,77.9,1,1,5,4,2,2,60,55.6,62.1,37.9,4,1,8,10,0,1,0,0,https://www.skysports.com/football/arsenal-vs-crystal-palace/464905,arsenal-vs-crystal-palace,arsenal,crystal-palace
18th March 2023,3:00 PM,Villa Park,h,"41,021",7,3,15,0,55.8,44.2,20,10,9,3,3,4,8,3,85.2,84,5,0,9,6,0,2,62.5,75,43.8,56.3,3,6,8,13,1,4,0,0,https://www.skysports.com/football/aston-villa-vs-bournemouth/464906,aston-villa-vs-bournemouth,aston-villa,bournemouth
18th March 2023,3:00 PM,Gtech Community Stadium,d,"17,006",9,1,18,1,52.9,47.1,11,14,2,1,2,6,7,7,77.3,80.1,0,1,8,4,1,3,77.3,41.7,51.6,48.4,0,1,10,11,1,2,1,0,https://www.skysports.com/football/brentford-vs-leicester-city/464907,brentford-vs-leicester-city,brentford,leicester-city
18th March 2023,3:00 PM,St. Mary's Stadium,d,"30,157",20,3,8,3,50.4,49.6,19,17,7,3,7,9,5,5,84.9,83.8,2,2,10,3,2,1,76.9,68.4,41.7,58.3,0,4,13,8,1,1,0,0,https://www.skysports.com/football/southampton-vs-tottenham-hotspur/464913,southampton-vs-tottenham-hotspur,southampton,tottenham-hotspur
18th March 2023,3:00 PM,Molineux,a,"31,570",13,2,19,4,65.9,34.1,23,11,8,4,9,5,6,2,83.1,67.7,4,2,5,4,2,0,71.4,66.7,59.3,40.7,0,6,15,9,3,5,2,0,https://www.skysports.com/football/wolverhampton-wanderers-vs-leeds-united/464914,wolverhampton-wanderers-vs-leeds-united,wolverhampton-wanderers,leeds-united
18th March 2023,5:30 PM,Stamford Bridge,d,"40,025",12,2,17,2,68.9,31.1,20,12,7,3,3,4,10,5,83.9,67.1,0,3,8,2,2,1,73.3,65,67.9,32.1,1,5,8,12,2,2,0,0,https://www.skysports.com/football/chelsea-vs-everton/464909,chelsea-vs-everton,chelsea,everton
17th March 2023,8:00 PM,The City Ground,a,"29,362",16,1,4,2,38.4,61.6,5,15,3,4,2,5,0,6,67.4,79.7,0,2,3,7,1,1,75,73.3,34.2,65.8,2,2,17,9,5,1,0,0,https://www.skysports.com/football/nottingham-forest-vs-newcastle-united/464912,nottingham-forest-vs-newcastle-united,nottingham-forest,newcastle-united
15th March 2023,7:30 PM,Amex Stadium,h,"30,933",6,1,11,0,57.1,42.9,11,11,5,3,5,6,1,2,84.3,80.2,0,2,1,4,2,0,55,73.3,76.9,23.1,3,4,13,20,1,2,0,0,https://www.skysports.com/football/brighton-and-hove-albion-vs-crystal-palace/464707,brighton-and-hove-albion-vs-crystal-palace,brighton-and-hove-albion,crystal-palace
15th March 2023,7:30 PM,St. Mary's Stadium,a,"30,438",20,0,9,2,66.4,33.6,7,11,1,5,3,2,3,4,82.4,64.4,0,3,3,3,1,1,37.5,55,41.5,58.5,2,0,14,10,1,2,0,0,https://www.skysports.com/football/southampton-vs-brentford/464703,southampton-vs-brentford,southampton,brentford
12th March 2023,2:00 PM,Craven Cottage,a,"24,426",10,0,2,3,44.7,55.3,12,15,2,7,6,3,4,5,82.7,86.5,0,4,4,8,2,2,57.1,70,59.3,40.7,4,2,10,9,0,1,0,0,https://www.skysports.com/football/fulham-vs-arsenal/464898,fulham-vs-arsenal,fulham,arsenal
12th March 2023,2:00 PM,Old Trafford,d,"73,439",3,0,20,0,46.7,53.3,10,17,4,4,3,4,3,9,78,84.5,2,1,7,8,0,2,43.5,78.6,68.8,31.3,4,4,12,9,2,0,1,0,https://www.skysports.com/football/manchester-united-vs-southampton/464901,manchester-united-vs-southampton,manchester-united,southampton
12th March 2023,2:00 PM,London Stadium,h,"62,472",14,1,7,1,40.8,59.2,17,12,6,4,8,4,3,4,82.4,87,2,3,13,2,6,1,55.6,66.7,60,40,3,4,9,6,1,0,0,0,https://www.skysports.com/football/west-ham-united-vs-aston-villa/464904,west-ham-united-vs-aston-villa,west-ham-united,aston-villa
12th March 2023,4:30 PM,"St James' Park, Newcastle",h,"52,240",4,2,13,1,42.1,57.9,19,7,8,4,3,3,8,0,78.8,81.2,3,0,10,3,0,0,46.2,60,52.2,47.8,3,6,11,10,1,2,0,0,https://www.skysports.com/football/newcastle-united-vs-wolverhampton-wanderers/464902,newcastle-united-vs-wolverhampton-wanderers,newcastle-united,wolverhampton-wanderers
11th March 2023,12:30p,Vitality Stadium,h,"10,536",15,1,5,0,30.7,69.3,5,15,2,6,3,8,0,1,65.5,83.4,2,3,3,8,2,4,63.6,68.2,54.8,45.2,5,1,7,9,2,1,0,0,https://www.skysports.com/football/bournemouth-vs-liverpool/464895,bournemouth-vs-liverpool,bournemouth,liverpool
11th March 2023,3:00 PM,Goodison Park,h,"39,036",17,1,9,0,33.3,66.7,13,12,6,4,6,6,1,2,62.6,77.4,1,3,5,8,3,1,56,81.8,43.9,56.1,3,5,11,12,2,1,0,0,https://www.skysports.com/football/everton-vs-brentford/464897,everton-vs-brentford,everton,brentford
11th March 2023,3:00 PM,Elland Road,d,"36,471",19,2,6,2,38,62,12,15,4,3,3,8,5,4,82,86.1,0,2,4,7,3,3,71.4,54.2,29.4,70.6,2,2,12,9,1,1,0,0,https://www.skysports.com/football/leeds-united-vs-brighton-and-hove-albion/464899,leeds-united-vs-brighton-and-hove-albion,leeds-united,brighton-and-hove-albion
11th March 2023,3:00 PM,The King Power Stadium,a,"32,170",18,1,12,3,48.4,51.6,17,12,7,6,4,3,6,3,83,84.4,3,2,2,5,0,4,73.3,58.3,65.5,34.5,3,5,10,11,1,2,1,0,https://www.skysports.com/football/leicester-city-vs-chelsea/464900,leicester-city-vs-chelsea,leicester-city,chelsea
11th March 2023,3:00 PM,Tottenham Hotspur Stadium,h,"61,460",8,3,16,1,55.2,44.8,15,9,7,5,3,2,5,2,87.1,81.3,0,1,2,10,1,1,60,87.5,60.7,39.3,4,4,13,13,3,1,0,0,https://www.skysports.com/football/tottenham-hotspur-vs-nottingham-forest/464903,tottenham-hotspur-vs-nottingham-forest,tottenham-hotspur,nottingham-forest
11th March 2023,5:30 PM,Selhurst Park,a,"25,844",11,0,1,1,32.2,67.8,4,14,0,4,0,5,4,5,75.2,87.3,0,2,2,6,3,2,72.7,50,42.9,57.1,3,0,11,17,2,2,0,0,https://www.skysports.com/football/crystal-palace-vs-manchester-city/464896,crystal-palace-vs-manchester-city,crystal-palace,manchester-city
6th March 2023,8:00 PM,Gtech Community Stadium,h,"17,025",9,3,10,2,36.2,63.8,14,9,6,5,7,4,1,0,66.8,82.8,3,0,2,3,3,1,68.2,58.3,69.2,30.8,3,3,12,17,0,3,0,0,https://www.skysports.com/football/brentford-vs-fulham/464887,brentford-vs-fulham,brentford,fulham
5th March 2023,2:00 PM,The City Ground,d,"29,353",16,2,17,2,57.1,42.9,10,10,4,3,2,2,4,5,76.7,66.5,0,2,3,3,0,0,70.8,61.9,41.2,58.8,1,2,11,17,3,5,0,0,https://www.skysports.com/football/nottingham-forest-vs-everton/464892,nottingham-forest-vs-everton,nottingham-forest,everton
5th March 2023,4:30 PM,Anfield,h,"53,001",5,7,3,0,59.6,40.4,18,8,8,4,5,3,5,1,78,71,6,2,4,3,0,4,82.4,66.7,42.9,57.1,4,1,13,14,2,3,0,0,https://www.skysports.com/football/liverpool-vs-manchester-united/464890,liverpool-vs-manchester-united,liverpool,manchester-united
4th March 2023,12:30p,Etihad Stadium,h,"53,419",1,2,4,0,56.3,43.7,11,5,3,2,6,1,2,2,86.5,80.7,2,1,8,4,0,1,46.2,63.6,56.3,43.8,2,1,8,13,2,4,0,0,https://www.skysports.com/football/manchester-city-vs-newcastle-united/464891,manchester-city-vs-newcastle-united,manchester-city,newcastle-united
4th March 2023,3:00 PM,Emirates Stadium,h,"60,222",2,3,15,2,80.1,19.9,31,4,9,4,10,0,12,0,88.6,57.6,1,2,17,1,0,0,58.8,75,55.9,44.1,2,6,6,8,0,2,0,0,https://www.skysports.com/football/arsenal-vs-bournemouth/464885,arsenal-vs-bournemouth,arsenal,bournemouth
4th March 2023,3:00 PM,Villa Park,h,"41,893",7,1,11,0,58.1,41.9,8,3,1,0,4,2,3,1,87.8,83.8,1,0,2,4,0,5,61.5,59.1,66.7,33.3,0,1,14,17,2,3,0,1,https://www.skysports.com/football/aston-villa-vs-crystal-palace/464886,aston-villa-vs-crystal-palace,aston-villa,crystal-palace
4th March 2023,3:00 PM,Amex Stadium,h,"31,523",6,4,14,0,65.8,34.2,20,3,9,2,7,0,4,1,90.5,78.8,2,0,7,3,0,0,50,45.5,57.1,42.9,2,5,6,8,0,3,0,0,https://www.skysports.com/football/brighton-and-hove-albion-vs-west-ham-united/464888,brighton-and-hove-albion-vs-west-ham-united,brighton-and-hove-albion,west-ham-united
4th March 2023,3:00 PM,Stamford Bridge,h,"39,905",12,1,19,0,57.2,42.8,13,11,3,2,8,6,2,3,87.6,79.3,3,0,5,7,2,2,65.4,65.2,46.7,53.3,2,2,11,7,2,0,0,0,https://www.skysports.com/football/chelsea-vs-leeds-united/464889,chelsea-vs-leeds-united,chelsea,leeds-united
4th March 2023,3:00 PM,Molineux,h,"31,585",13,1,8,0,46.5,53.5,8,21,5,6,3,6,0,9,81.5,85.8,2,2,4,8,3,1,50,60,47.4,52.6,6,4,11,18,1,1,0,0,https://www.skysports.com/football/wolverhampton-wanderers-vs-tottenham-hotspur/464894,wolverhampton-wanderers-vs-tottenham-hotspur,wolverhampton-wanderers,tottenham-hotspur
4th March 2023,5:30 PM,St. Mary's Stadium,h,"30,139",20,1,18,0,34.9,65.1,11,11,5,0,2,7,4,4,68.8,79,0,3,3,4,4,2,42.9,63.6,31.6,68.4,0,4,12,11,4,2,0,0,https://www.skysports.com/football/southampton-vs-leicester-city/464893,southampton-vs-leicester-city,southampton,leicester-city
1st March 2023,7:45 PM,Emirates Stadium,h,"60,213",2,4,17,0,73.1,26.9,15,8,5,5,5,2,5,1,87.6,67.5,4,1,5,1,4,2,100,66.7,42.3,57.7,5,1,5,12,0,2,0,0,https://www.skysports.com/football/arsenal-vs-everton/464695,arsenal-vs-everton,arsenal,everton
1st March 2023,8:00 PM,Anfield,h,"53,259",5,2,13,0,56.8,43.2,15,4,6,1,6,2,3,1,83.1,80.1,3,1,5,2,1,3,83.3,57.1,42.9,57.1,1,4,13,14,2,3,0,0,https://www.skysports.com/football/liverpool-vs-wolverhampton-wanderers/464701,liverpool-vs-wolverhampton-wanderers,liverpool,wolverhampton-wanderers
26th February 2023,1:30 PM,Tottenham Hotspur Stadium,h,"61,613",8,2,12,0,41.2,58.8,8,10,3,2,4,5,1,3,82.2,89.3,1,0,4,4,0,2,59.3,78.9,60.7,39.3,2,1,10,10,2,3,0,0,https://www.skysports.com/football/tottenham-hotspur-vs-chelsea/464883,tottenham-hotspur-vs-chelsea,tottenham-hotspur,chelsea
25th February 2023,3:00 PM,Goodison Park,a,"39,309",17,0,7,2,46.5,53.5,15,9,5,5,7,4,3,0,78.5,79.2,0,3,5,1,1,0,50,50,48.6,51.4,3,4,12,12,2,1,0,0,https://www.skysports.com/football/everton-vs-aston-villa/464877,everton-vs-aston-villa,everton,aston-villa
25th February 2023,3:00 PM,Elland Road,h,"36,641",19,1,20,0,60.6,39.4,14,8,4,2,6,3,4,3,84.6,77.7,0,0,9,2,2,3,65.2,55.6,52.2,47.8,2,3,15,13,2,4,0,0,https://www.skysports.com/football/leeds-united-vs-southampton/464879,leeds-united-vs-southampton,leeds-united,southampton
25th February 2023,3:00 PM,The King Power Stadium,a,"32,227",18,0,2,1,34.1,65.9,1,10,0,2,1,3,0,5,68.9,82.4,0,1,0,8,4,4,66.7,54.5,47.1,52.9,1,0,14,9,0,1,0,0,https://www.skysports.com/football/leicester-city-vs-arsenal/464880,leicester-city-vs-arsenal,leicester-city,arsenal
25th February 2023,3:00 PM,London Stadium,h,"62,469",14,4,16,0,49.1,50.9,18,8,5,3,8,3,5,2,78,78.2,4,0,12,3,1,1,69.2,60,52.1,47.9,3,1,8,5,0,0,0,0,https://www.skysports.com/football/west-ham-united-vs-nottingham-forest/464884,west-ham-united-vs-nottingham-forest,west-ham-united,nottingham-forest
25th February 2023,5:30 PM,Vitality Stadium,a,"10,481",15,1,1,4,34,66,13,20,2,5,5,8,6,7,83,90.1,0,1,4,6,1,2,53.3,65.4,52.6,47.4,2,1,10,9,2,2,0,0,https://www.skysports.com/football/bournemouth-vs-manchester-city/464875,bournemouth-vs-manchester-city,bournemouth,manchester-city
25th February 2023,7:45 PM,Selhurst Park,d,"25,842",11,0,5,0,36.2,63.8,6,12,0,4,4,5,2,3,74.5,84.5,2,2,5,3,4,1,68.8,64.3,50,50,4,0,11,14,2,5,0,0,https://www.skysports.com/football/crystal-palace-vs-liverpool/464876,crystal-palace-vs-liverpool,crystal-palace,liverpool
24th February 2023,8:00 PM,Craven Cottage,d,"24,399",10,1,13,1,50.5,49.5,10,8,5,2,2,5,3,1,81.3,76.2,2,1,4,3,1,1,55,73.7,36.7,63.3,1,4,12,17,2,0,0,0,https://www.skysports.com/football/fulham-vs-wolverhampton-wanderers/464878,fulham-vs-wolverhampton-wanderers,fulham,wolverhampton-wanderers
19th February 2023,2:00 PM,Old Trafford,h,"73,578",3,3,18,0,56.9,43.1,26,19,8,3,9,9,9,7,84.6,81.1,6,2,6,6,0,1,69.6,53.8,69.6,30.4,3,5,9,9,0,2,0,0,https://www.skysports.com/football/manchester-united-vs-leicester-city/464870,manchester-united-vs-leicester-city,manchester-united,leicester-city
19th February 2023,4:30 PM,Tottenham Hotspur Stadium,h,"61,476",8,2,14,0,57,43,16,6,6,1,4,4,6,1,84.6,74.9,2,0,4,7,0,0,68.4,61.1,48.7,51.3,1,4,16,10,2,1,0,0,https://www.skysports.com/football/tottenham-hotspur-vs-west-ham-united/464873,tottenham-hotspur-vs-west-ham-united,tottenham-hotspur,west-ham-united
18th February 2023,12:30p,Villa Park,a,"42,066",7,2,2,4,33.4,66.6,7,20,5,5,1,8,1,7,76.8,85.6,0,5,2,9,0,2,72,55.6,48,52,2,3,13,4,2,2,0,0,https://www.skysports.com/football/aston-villa-vs-arsenal/464865,aston-villa-vs-arsenal,aston-villa,arsenal
18th February 2023,3:00 PM,Gtech Community Stadium,d,"17,122",9,1,11,1,58.7,41.3,12,10,5,4,6,3,1,3,82.4,77.8,1,1,2,6,3,2,50,60,60,40,3,4,10,8,2,2,0,0,https://www.skysports.com/football/brentford-vs-crystal-palace/464866,brentford-vs-crystal-palace,brentford,crystal-palace
18th February 2023,3:00 PM,Amex Stadium,a,"31,619",6,0,10,1,65.3,34.7,21,5,7,2,10,0,4,3,87.7,73.1,5,0,10,2,4,0,40,38.5,59.3,40.7,1,7,12,14,0,5,0,0,https://www.skysports.com/football/brighton-and-hove-albion-vs-fulham/464867,brighton-and-hove-albion-vs-fulham,brighton-and-hove-albion,fulham
18th February 2023,3:00 PM,Stamford Bridge,a,"40,152",12,0,20,1,61.3,38.7,17,8,5,5,5,3,7,0,85.9,75.3,2,0,8,2,3,1,76.5,71,52,48,3,4,16,25,3,6,0,0,https://www.skysports.com/football/chelsea-vs-southampton/464868,chelsea-vs-southampton,chelsea,southampton
18th February 2023,3:00 PM,Goodison Park,h,"39,232",17,1,19,0,50,50,15,8,6,0,7,4,2,4,73.4,69,2,1,6,4,1,0,56.5,58.3,47.4,52.6,0,3,8,6,2,3,0,0,https://www.skysports.com/football/everton-vs-leeds-united/464869,everton-vs-leeds-united,everton,leeds-united
18th February 2023,3:00 PM,The City Ground,d,"29,365",16,1,1,1,27,73,4,23,1,6,2,11,1,6,65.1,88,1,2,0,10,2,0,61.5,70,56.5,43.5,5,0,8,6,1,0,0,0,https://www.skysports.com/football/nottingham-forest-vs-manchester-city/464872,nottingham-forest-vs-manchester-city,nottingham-forest,manchester-city
18th February 2023,3:00 PM,Molineux,a,"31,222",13,0,15,1,68.6,31.4,15,5,4,1,5,1,6,3,84.4,67.7,0,1,12,2,2,0,68.8,44.4,44.2,55.8,0,4,12,10,3,3,0,0,https://www.skysports.com/football/wolverhampton-wanderers-vs-bournemouth/464874,wolverhampton-wanderers-vs-bournemouth,wolverhampton-wanderers,bournemouth
18th February 2023,5:30 PM,"St James' Park, Newcastle",a,"52,758",4,0,5,2,37.4,62.6,14,13,4,7,7,4,3,2,82,88.1,3,5,6,7,3,0,90,50,68.8,31.3,5,4,3,8,1,1,1,0,https://www.skysports.com/football/newcastle-united-vs-liverpool/464871,newcastle-united-vs-liverpool,newcastle-united,liverpool
15th February 2023,7:30 PM,Emirates Stadium,a,"60,276",2,1,1,3,63.5,36.5,10,9,1,6,4,1,5,2,83,72.3,2,4,1,3,0,3,38.5,70.6,44,56,2,0,11,15,2,4,0,0,https://www.skysports.com/football/arsenal-vs-manchester-city/464745,arsenal-vs-manchester-city,arsenal,manchester-city
